stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
IVC,2020-03-31,90614000.0,119285000.0,165026000.0,142446000.0,-94616000.0,86000.0,376663000.0,88897000.0,-1377000.0,1057000.0,296582000.0,98932000.0,4260000.0,-106478000.0,372911000.0,67829000.0,87550000.0,3132000.0,9817000.0,869034000.0,23496000.0,552000.0,304512000.0,564522000.0,313623000.0,26217000.0,,,
IVC,2019-12-31,88003000.0,121184000.0,219464000.0,140013000.0,-91334000.0,85000.0,355877000.0,92183000.0,3128000.0,928000.0,218657000.0,80063000.0,4131000.0,-101199000.0,373403000.0,66949000.0,87475000.0,2851000.0,9590000.0,852126000.0,21634000.0,602000.0,308516000.0,543610000.0,312650000.0,26447000.0,,,
IVC,2019-09-30,89736000.0,123069000.0,222281000.0,132920000.0,-80939000.0,86000.0,356777000.0,90818000.0,210000.0,701000.0,202199000.0,85040000.0,3306000.0,-104083000.0,371694000.0,67443000.0,106569000.0,4471000.0,9590000.0,847405000.0,21193000.0,112000.0,315479000.0,531926000.0,303403000.0,24724000.0,,,
IVC,2019-06-30,86051000.0,124686000.0,233435000.0,139827000.0,-71186000.0,86000.0,367977000.0,92825000.0,9771000.0,580000.0,193854000.0,89511000.0,3583000.0,-94522000.0,377551000.0,67211000.0,115025000.0,3972000.0,9590000.0,867583000.0,20666000.0,208000.0,331926000.0,535657000.0,301833000.0,25561000.0,,,
CSLT,2020-03-31,13299000.0,,930000.0,38073000.0,67507000.0,,87019000.0,19157000.0,13000.0,,47209000.0,37681000.0,21917000.0,13000.0,41485000.0,1829000.0,-511377000.0,,15000.0,180682000.0,13730000.0,18873000.0,120096000.0,60586000.0,631445000.0,11104000.0,6009000.0,1859000.0,
CSLT,2019-12-31,19596000.0,,1395000.0,31397000.0,68911000.0,,95470000.0,18762000.0,2000.0,,54907000.0,43017000.0,24589000.0,2000.0,91785000.0,1785000.0,-455042000.0,,15000.0,242784000.0,18768000.0,21429000.0,172874000.0,69910000.0,627899000.0,12178000.0,16411000.0,1859000.0,
CSLT,2019-09-30,11989000.0,,1860000.0,35442000.0,75261000.0,,95971000.0,16669000.0,7000.0,,52111000.0,36040000.0,29115000.0,7000.0,91785000.0,1949000.0,-443296000.0,,15000.0,246793000.0,17509000.0,25671000.0,180299000.0,66494000.0,623573000.0,13253000.0,19977000.0,1859000.0,
CSLT,2019-06-30,11355000.0,,2324000.0,32611000.0,80268000.0,,101987000.0,18247000.0,7000.0,,54303000.0,50052000.0,30597000.0,7000.0,91785000.0,1904000.0,-433960000.0,,14000.0,257073000.0,20698000.0,27049000.0,186510000.0,70563000.0,620449000.0,14457000.0,13874000.0,1859000.0,
LPX,2020-03-31,208000000.0,284000000.0,697000000.0,172000000.0,931000000.0,12000000.0,976000000.0,1029000000.0,-175000000.0,,214000000.0,488000000.0,62000000.0,-577000000.0,30000000.0,192000000.0,983000000.0,,130000000.0,2132000000.0,4000000.0,,984000000.0,1138000000.0,448000000.0,23000000.0,,,10000000.0
LPX,2019-12-31,112000000.0,265000000.0,347000000.0,164000000.0,941000000.0,10000000.0,619000000.0,1072000000.0,-153000000.0,,244000000.0,181000000.0,84000000.0,-559000000.0,30000000.0,206000000.0,966000000.0,,130000000.0,1835000000.0,17000000.0,,991000000.0,834000000.0,454000000.0,20000000.0,,,10000000.0
LPX,2019-09-30,202000000.0,260000000.0,347000000.0,183000000.0,1159000000.0,10000000.0,761000000.0,1136000000.0,-152000000.0,,216000000.0,304000000.0,82000000.0,-560000000.0,30000000.0,221000000.0,1185000000.0,,135000000.0,2043000000.0,2000000.0,,1213000000.0,818000000.0,453000000.0,24000000.0,,,12000000.0
LPX,2019-06-30,213000000.0,293000000.0,347000000.0,177000000.0,1227000000.0,9000000.0,829000000.0,1115000000.0,-142000000.0,,229000000.0,348000000.0,86000000.0,-552000000.0,30000000.0,208000000.0,1315000000.0,,141000000.0,2090000000.0,5000000.0,,1278000000.0,799000000.0,374000000.0,21000000.0,,,13000000.0
GDYN,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDYN,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDYN,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDYN,2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARA,2020-03-31,57253000.0,7574000.0,573225000.0,120202000.0,-649479000.0,,252683000.0,286750000.0,-4104000.0,,203079000.0,62379000.0,21725000.0,-4104000.0,538609000.0,10911000.0,-185475000.0,49197000.0,199000.0,1124046000.0,49804000.0,,-86591000.0,922559000.0,102789000.0,24279000.0,,39845000.0,288078000.0
ARA,2019-12-31,49539000.0,7752000.0,542170000.0,114685000.0,-642545000.0,,220014000.0,285074000.0,-2150000.0,,190935000.0,34494000.0,18608000.0,-2150000.0,538609000.0,11482000.0,-178241000.0,50099000.0,197000.0,1086791000.0,42577000.0,,-79450000.0,875769000.0,100744000.0,24486000.0,,39172000.0,290472000.0
ARA,2019-09-30,58054000.0,7997000.0,546727000.0,117809000.0,-676539000.0,,212435000.0,295666000.0,-2299000.0,,211262000.0,60190000.0,9067000.0,-2299000.0,576082000.0,15265000.0,-178331000.0,13292000.0,197000.0,1117945000.0,51914000.0,,-75762000.0,908850000.0,104671000.0,24695000.0,,41054000.0,284857000.0
ARA,2019-06-30,57648000.0,7249000.0,561929000.0,121684000.0,-684631000.0,,230079000.0,298625000.0,-1853000.0,,222613000.0,69060000.0,15570000.0,-1853000.0,578237000.0,16336000.0,-183108000.0,15539000.0,197000.0,1147423000.0,63466000.0,,-81482000.0,934174000.0,103282000.0,24912000.0,,44048000.0,294731000.0
MBOT,2020-03-31,204000.0,,,,29678000.0,,30103000.0,1195000.0,,,927000.0,29585000.0,,,,,-37316000.0,76000.0,71000.0,31298000.0,,,29678000.0,1620000.0,66923000.0,,,,
MBOT,2019-12-31,284000.0,,,,31540000.0,,35936000.0,1190000.0,,,4826000.0,28771000.0,,,,,-35111000.0,4358000.0,72000.0,37126000.0,,,31540000.0,5586000.0,69954000.0,,,,
MBOT,2019-09-30,282000.0,,,,6403000.0,,10487000.0,636000.0,,,4589000.0,3548000.0,,,,,-33241000.0,4250000.0,43000.0,11123000.0,,,6403000.0,4720000.0,42976000.0,,,,
MBOT,2019-06-30,179000.0,,,,7981000.0,,11849000.0,726000.0,,,4406000.0,4879000.0,,,,,-31367000.0,4250000.0,43000.0,12575000.0,,,7981000.0,4594000.0,42680000.0,,,,
AZRX,2020-03-31,1322137.0,,,760232.0,-2078080.0,,2897436.0,126946.0,-1109061.0,,5143189.0,1630007.0,40727.0,-1109061.0,1844006.0,,-67956022.0,,2716.0,8184312.0,386925.0,,3041123.0,5143189.0,72103490.0,3275197.0,,,
AZRX,2019-12-31,1820080.0,,,2637303.0,-676526.0,,3408286.0,159777.0,-1266555.0,,4285636.0,175796.0,41047.0,-1266555.0,1886686.0,,-62694732.0,,2680.0,8902880.0,392989.0,,4617244.0,4285636.0,68575851.0,3407084.0,,,
AZRX,2019-09-30,2313508.0,,,2090233.0,-2170112.0,,3729814.0,285354.0,-1357146.0,,5819486.0,1549825.0,48669.0,-1357146.0,1832915.0,,-61413109.0,,2615.0,9435723.0,436320.0,,3201774.0,6233949.0,65969414.0,3538971.0,,,
AZRX,2019-06-30,2271144.0,,,2119700.0,-2636496.0,,3628632.0,349901.0,-1218905.0,,6221272.0,1310687.0,49275.0,-1218905.0,1913740.0,,-57220637.0,,2110.0,9612406.0,455560.0,,2948102.0,6664304.0,61385534.0,3670858.0,,,
XXII,2020-03-31,1446000.0,2448000.0,292000.0,1132000.0,49797000.0,8096000.0,38495000.0,3701000.0,-186000.0,,5035000.0,719000.0,,-186000.0,,,-129721000.0,,1000.0,64464000.0,71000.0,,58309000.0,6155000.0,188215000.0,8512000.0,33274000.0,587000.0,
XXII,2019-12-31,1997820.0,2266304.0,292177.0,866860.0,53556909.0,8402527.0,42743498.0,3721949.0,7074.0,,5780380.0,485111.0,,7074.0,,,-125693027.0,,1384.0,68951365.0,4850.0,,62050822.0,6900543.0,187735391.0,8493913.0,38477074.0,580709.0,
XXII,2019-09-30,1646780.0,2384130.0,589359.0,773968.0,46774293.0,1682048.0,47749964.0,3896537.0,114322.0,,5027328.0,617783.0,,114322.0,,,-119494595.0,,1258.0,61864260.0,594339.0,,55310004.0,6554256.0,174689019.0,8535711.0,43101178.0,576736.0,
XXII,2019-06-30,2220853.0,2931655.0,559485.0,910686.0,52557089.0,4641946.0,52086071.0,4063204.0,201779.0,,7181166.0,874427.0,,201779.0,,,-109248878.0,,1247.0,70546185.0,90040.0,,62312053.0,8234132.0,171357905.0,9754964.0,46095682.0,598431.0,
ABTX,2020-03-31,3953574000.0,12617000.0,298436000.0,,462065000.0,521048000.0,204709000.0,66798000.0,7486000.0,,3957395000.0,174889000.0,3965346000.0,7486000.0,223642000.0,40005000.0,164858000.0,17203000.0,20355000.0,5002429000.0,,,706593000.0,4295836000.0,513894000.0,20886000.0,,,
ABTX,2019-12-31,4068101000.0,8337000.0,183302000.0,,464347000.0,378787000.0,370053000.0,66790000.0,4900000.0,,4075294000.0,346248000.0,3931506000.0,4900000.0,223642000.0,15583000.0,163375000.0,15468000.0,20524000.0,4992654000.0,,,709865000.0,4282789000.0,521066000.0,21876000.0,,,
ABTX,2019-09-30,3897485000.0,8333000.0,267272000.0,,459613000.0,367138000.0,324153000.0,67175000.0,6494000.0,,3902400000.0,300619000.0,3900679000.0,6494000.0,223642000.0,17744000.0,149389000.0,15201000.0,20737000.0,4905840000.0,,,706308000.0,4199532000.0,529688000.0,23053000.0,,,
ABTX,2019-06-30,3860640000.0,6294000.0,196017000.0,,456828000.0,357039000.0,255409000.0,59690000.0,4233000.0,,3864171000.0,232607000.0,3874200000.0,4233000.0,223642000.0,14230000.0,137342000.0,16508000.0,21147000.0,4794211000.0,,,704701000.0,4089510000.0,541979000.0,24231000.0,,,
NATH,2019-12-29,4434000.0,599000.0,145968000.0,10436000.0,-65561000.0,,89392000.0,13639000.0,,52000.0,11631000.0,77395000.0,507000.0,-79288000.0,95000.0,2837000.0,-47076000.0,744000.0,94000.0,104930000.0,604000.0,,-64169000.0,169099000.0,62101000.0,1297000.0,,,
NATH,2019-09-29,4914000.0,615000.0,145795000.0,12170000.0,-64367000.0,,92851000.0,11970000.0,,359000.0,13973000.0,79471000.0,819000.0,-78303000.0,95000.0,2988000.0,-46810000.0,501000.0,94000.0,107060000.0,999000.0,,-62947000.0,170007000.0,62072000.0,1325000.0,,,
NATH,2019-06-30,5806000.0,748000.0,145622000.0,14974000.0,-66596000.0,,90398000.0,12339000.0,,351000.0,13854000.0,73903000.0,816000.0,-78303000.0,95000.0,3365000.0,-48989000.0,563000.0,94000.0,105001000.0,2722000.0,,-65148000.0,170149000.0,62050000.0,1353000.0,,,
NATH,2019-03-31,5222000.0,535000.0,145449000.0,10173000.0,-71592000.0,,87161000.0,4889000.0,,343000.0,14924000.0,75446000.0,808000.0,-78303000.0,95000.0,4077000.0,-52879000.0,763000.0,93000.0,94306000.0,1385000.0,,-70144000.0,164450000.0,60945000.0,1353000.0,,,
EGBN,2020-03-31,8141568000.0,8237000.0,267784000.0,,1058083000.0,887816000.0,1037052000.0,39342000.0,13065000.0,30366000.0,8487723000.0,939614000.0,7923314000.0,13065000.0,,54012000.0,710072000.0,86036000.0,320000.0,9992219000.0,,,1162778000.0,8829441000.0,439321000.0,104695000.0,,,
EGBN,2019-12-31,7224391000.0,1487000.0,217687000.0,,1086449000.0,873063000.0,300758000.0,41994000.0,2959000.0,29804000.0,7514516000.0,241973000.0,7668165000.0,2959000.0,,44344000.0,705105000.0,56707000.0,331000.0,8988719000.0,,,1190681000.0,7798038000.0,482286000.0,571000.0,,,
EGBN,2019-09-30,7402513000.0,1487000.0,217589000.0,,1079679000.0,736545000.0,449749000.0,41067000.0,4637000.0,29722000.0,7542045000.0,395522000.0,7671191000.0,4637000.0,,38185000.0,677055000.0,52199000.0,336000.0,9003467000.0,,,1184594000.0,7818873000.0,502566000.0,104915000.0,,,
EGBN,2019-06-30,6949892000.0,1394000.0,217491000.0,,1079363000.0,774143000.0,235962000.0,43390000.0,3767000.0,30220000.0,7207112000.0,196634000.0,7511289000.0,3767000.0,,29159000.0,647887000.0,37506000.0,343000.0,8670003000.0,,,1184582000.0,7485421000.0,532585000.0,105219000.0,,,
PUK,2019-12-31,,,7089000000.0,2330000000.0,15309000000.0,385831000000.0,28190000000.0,1065000000.0,3105000000.0,4075000000.0,20762000000.0,2491000000.0,20683000000.0,2922000000.0,969000000.0,406209000000.0,13758000000.0,21932000000.0,172000000.0,454214000000.0,6786000000.0,,19477000000.0,434545000000.0,2625000000.0,17476000000.0,,,192000000.0
PUK,2019-09-30,,,7089000000.0,2330000000.0,15309000000.0,385831000000.0,28190000000.0,1065000000.0,3105000000.0,4075000000.0,20762000000.0,2491000000.0,20683000000.0,2922000000.0,969000000.0,406209000000.0,13758000000.0,21932000000.0,172000000.0,454214000000.0,6786000000.0,,19477000000.0,434545000000.0,2625000000.0,17476000000.0,,,192000000.0
PUK,2019-06-30,,,8240000000.0,2382000000.0,16887000000.0,285738000000.0,239705000000.0,785000000.0,2773000000.0,2762000000.0,230364000000.0,5208000000.0,15286000000.0,2594000000.0,510000000.0,295942000000.0,14974000000.0,231029000000.0,130000000.0,554683000000.0,216225000000.0,,19672000000.0,534988000000.0,1974000000.0,12659000000.0,,,23000000.0
PUK,2019-03-31,,,8240000000.0,2382000000.0,16887000000.0,285738000000.0,239705000000.0,785000000.0,2773000000.0,2762000000.0,230364000000.0,5208000000.0,15286000000.0,2594000000.0,510000000.0,295942000000.0,14974000000.0,231029000000.0,130000000.0,554683000000.0,216225000000.0,,19672000000.0,534988000000.0,1974000000.0,12659000000.0,,,23000000.0
TSLX,2020-03-31,,,980158000.0,9756000.0,1036736000.0,2028840000.0,36145000.0,,,,45317000.0,5450000.0,16732000.0,-4291000.0,,19506000.0,27279000.0,14315000.0,669000.0,2081717000.0,27355000.0,,1036736000.0,1044981000.0,1013079000.0,,,,
TSLX,2019-12-31,,,1094467000.0,13055000.0,1119297000.0,2221942000.0,35003000.0,,,,43270000.0,4828000.0,23986000.0,-1359000.0,,23897000.0,110720000.0,9315000.0,666000.0,2280931000.0,25927000.0,,1119297000.0,1161634000.0,1009270000.0,,,,
TSLX,2019-09-30,,,787617000.0,12516000.0,1108258000.0,2038798000.0,25770000.0,,,,159105000.0,3145000.0,8722000.0,-1359000.0,,18310000.0,100794000.0,4965000.0,664000.0,2073290000.0,25846000.0,,1108258000.0,965032000.0,1008159000.0,,,,
TSLX,2019-06-30,,,815528000.0,11012000.0,1101643000.0,2049991000.0,29199000.0,,,,156516000.0,4997000.0,10542000.0,-1359000.0,,16045000.0,98950000.0,4965000.0,661000.0,2089732000.0,25752000.0,,1101643000.0,988089000.0,1003391000.0,,,,
LOGC,2020-03-31,2181000.0,,,,33707000.0,,46337000.0,1790000.0,,,5180000.0,43153000.0,,,,,-76825000.0,146000.0,3000.0,48749000.0,1290000.0,,33707000.0,15042000.0,110529000.0,,,,
LOGC,2019-12-31,624000.0,,,,42287000.0,,52838000.0,2200000.0,,,3563000.0,33107000.0,,,,,-67370000.0,146000.0,3000.0,55660000.0,276000.0,,42287000.0,13373000.0,109640000.0,,,,
LOGC,2019-09-30,1954000.0,,,,53198000.0,,64929000.0,2158000.0,,,4130000.0,38680000.0,,,,,-55905000.0,146000.0,3000.0,67087000.0,265000.0,,53198000.0,13889000.0,109081000.0,,,,
LOGC,2019-06-30,1657000.0,,,,63411000.0,,65792000.0,2238000.0,,,4619000.0,25456000.0,,,,,-44987000.0,146000.0,3000.0,68030000.0,232000.0,,63411000.0,4619000.0,108362000.0,,,,
NUE,2020-04-04,1072638000.0,3875590000.0,4243181000.0,2273157000.0,7267204000.0,533900000.0,7847251000.0,6416959000.0,-367627000.0,,2218572000.0,1245157000.0,166951000.0,-3115917000.0,2182994000.0,808239000.0,11012690000.0,307347000.0,152061000.0,17866061000.0,249300000.0,,10168204000.0,7269992000.0,2119370000.0,718006000.0,146000000.0,,427865000.0
NUE,2019-12-31,1085298000.0,3842095000.0,4215341000.0,2400902000.0,7414617000.0,793200000.0,8226370000.0,6269678000.0,-302966000.0,,2463774000.0,1534605000.0,112169000.0,-3016897000.0,2201063000.0,723538000.0,11115056000.0,148728000.0,152061000.0,18344666000.0,243999000.0,,10357866000.0,7553490000.0,2107646000.0,742186000.0,300040000.0,,433310000.0
NUE,2019-09-28,1310670000.0,4072464000.0,4214824000.0,2312366000.0,7498281000.0,826100000.0,8684288000.0,5978752000.0,-313766000.0,,2585993000.0,1686365000.0,66359000.0,-2942134000.0,2186499000.0,695788000.0,11130172000.0,363477000.0,152061000.0,18506265000.0,127500000.0,,10449047000.0,7645232000.0,2108948000.0,764267000.0,249616000.0,,411986000.0
NUE,2019-06-29,1219792000.0,4268799000.0,4234308000.0,2399239000.0,7326486000.0,821200000.0,8467199000.0,5797513000.0,-297760000.0,,2380414000.0,1431792000.0,66337000.0,-2928103000.0,2187825000.0,668787000.0,10977950000.0,317369000.0,152061000.0,18126480000.0,127400000.0,,10300717000.0,7428472000.0,2098809000.0,786406000.0,50000000.0,,397291000.0
KSU,2020-03-31,405000000.0,143600000.0,3227000000.0,269800000.0,4432500000.0,45900000.0,621900000.0,9005400000.0,-25500000.0,,470700000.0,91000000.0,92500000.0,-25500000.0,,1254600000.0,3532000000.0,117500000.0,1000000.0,9765700000.0,48600000.0,,4432500000.0,5003700000.0,925000000.0,,,17100000.0,323900000.0
KSU,2019-12-31,157100000.0,150600000.0,3221200000.0,341500000.0,4265900000.0,47600000.0,728600000.0,8826900000.0,-29100000.0,,491300000.0,148800000.0,32700000.0,-29100000.0,,1235900000.0,3601300000.0,66700000.0,1000000.0,9786800000.0,130200000.0,,4416900000.0,5040900000.0,843700000.0,,,16100000.0,323400000.0
KSU,2019-09-30,415900000.0,161800000.0,2387600000.0,273400000.0,4868900000.0,53500000.0,613900000.0,8984000000.0,-30600000.0,,786200000.0,61600000.0,47000000.0,-30600000.0,,1227100000.0,3951200000.0,117100000.0,1000000.0,9698400000.0,36700000.0,,4868900000.0,4501200000.0,947300000.0,,,286900000.0,322700000.0
KSU,2019-06-30,416700000.0,154500000.0,2393700000.0,296300000.0,4823600000.0,48000000.0,609700000.0,8937800000.0,-23300000.0,,767300000.0,47600000.0,42600000.0,-23300000.0,,1214100000.0,3898800000.0,111300000.0,1000000.0,9638100000.0,19000000.0,,4823600000.0,4486600000.0,947100000.0,,,282100000.0,322300000.0
BWFG,2020-03-31,1681132000.0,,59013000.0,,167429000.0,107390000.0,221573000.0,27835000.0,-19334000.0,10009000.0,1824398000.0,209996000.0,1694042000.0,-19334000.0,2589000.0,,69595000.0,5867000.0,119953000.0,2053625000.0,,,170214000.0,1883411000.0,,196000.0,,,
BWFG,2019-12-31,1491903000.0,,38164000.0,,179594000.0,108340000.0,99726000.0,28522000.0,-7516000.0,5788000.0,1651284000.0,63951000.0,1641813000.0,-7516000.0,2589000.0,,69324000.0,33509000.0,120589000.0,1882182000.0,,,182397000.0,1699785000.0,,1192000.0,,,
BWFG,2019-09-30,1470284000.0,,193561000.0,,173191000.0,112977000.0,92011000.0,28892000.0,-11201000.0,6591000.0,1478768000.0,66309000.0,1621841000.0,-11201000.0,2589000.0,,66870000.0,22716000.0,120343000.0,1858542000.0,,,176012000.0,1682530000.0,,232000.0,,,
BWFG,2019-06-30,1477731000.0,,186784000.0,,174100000.0,123900000.0,88253000.0,29060000.0,-6925000.0,5596000.0,1486006000.0,62984000.0,1615612000.0,-6925000.0,2589000.0,,63801000.0,22065000.0,120064000.0,1859665000.0,,,176940000.0,1682725000.0,,251000.0,,,
ITIC,2020-03-31,46923000.0,,,12330000.0,172808000.0,163633000.0,64564000.0,14259000.0,3112000.0,,63215000.0,25324000.0,823000.0,3112000.0,4350000.0,3990000.0,180535000.0,1243000.0,,254118000.0,,,183647000.0,70471000.0,,6489000.0,15641000.0,,
ITIC,2019-12-31,22165000.0,,,12523000.0,180397000.0,179728000.0,58158000.0,14245000.0,3100000.0,,36753000.0,25949000.0,797000.0,3100000.0,4349000.0,32324000.0,188262000.0,1033000.0,,263893000.0,,,191362000.0,72531000.0,,6616000.0,13134000.0,,
ITIC,2019-09-30,47235000.0,,,12630000.0,184799000.0,153511000.0,86173000.0,14533000.0,3195000.0,,60522000.0,43992000.0,806000.0,3195000.0,4349000.0,6125000.0,192695000.0,1161000.0,,266114000.0,,,195890000.0,70224000.0,,6742000.0,21714000.0,,
ITIC,2019-06-30,46017000.0,,,12444000.0,177077000.0,153790000.0,76024000.0,14657000.0,2854000.0,,59171000.0,36677000.0,805000.0,2854000.0,4350000.0,5419000.0,185441000.0,922000.0,,256494000.0,,,188295000.0,68199000.0,,6868000.0,18979000.0,,
CSII,2020-03-31,13235000.0,24069000.0,,30864000.0,122920000.0,6343000.0,164436000.0,28237000.0,-59000.0,,50056000.0,69572000.0,806000.0,-59000.0,,5921000.0,-347852000.0,,34000.0,220078000.0,11586000.0,,143176000.0,76902000.0,491053000.0,20256000.0,37688000.0,,
CSII,2019-12-31,16560000.0,21472000.0,,35833000.0,122734000.0,5593000.0,169687000.0,27978000.0,93000.0,,53290000.0,65467000.0,363000.0,93000.0,,6519000.0,-344602000.0,,34000.0,224192000.0,11399000.0,,143305000.0,80887000.0,487780000.0,20571000.0,43954000.0,,
CSII,2019-09-30,13106000.0,19489000.0,,34624000.0,121083000.0,5593000.0,161938000.0,28136000.0,102000.0,,46897000.0,58939000.0,407000.0,102000.0,,6850000.0,-340822000.0,,34000.0,217065000.0,11363000.0,,142074000.0,74991000.0,482760000.0,20991000.0,46028000.0,,
CSII,2019-06-30,11194000.0,18058000.0,,36015000.0,142839000.0,5593000.0,180075000.0,27324000.0,78000.0,,42345000.0,74237000.0,480000.0,78000.0,,7316000.0,-329536000.0,,34000.0,218577000.0,2231000.0,,147944000.0,70633000.0,477368000.0,5105000.0,48435000.0,,
BCOR,2020-03-31,30085000.0,,381521000.0,49203000.0,-347371000.0,,231958000.0,61031000.0,,,170626000.0,168198000.0,4397000.0,-28399000.0,391084000.0,61101000.0,-1230285000.0,1756000.0,5000.0,970932000.0,30630000.0,,326175000.0,644757000.0,1584854000.0,282462000.0,,56229000.0,
BCOR,2019-12-31,10969000.0,,381485000.0,40344000.0,-321871000.0,,139143000.0,16057000.0,,,93532000.0,80820000.0,16986000.0,-28671000.0,662375000.0,13124000.0,-914791000.0,6192000.0,5000.0,1137572000.0,28754000.0,,643515000.0,494057000.0,1586972000.0,303011000.0,,11228000.0,
BCOR,2019-09-30,12139000.0,,381598000.0,44951000.0,-329692000.0,,152759000.0,27429000.0,,,83117000.0,97466000.0,9902000.0,-12990000.0,663005000.0,49012000.0,-932505000.0,1284000.0,5000.0,1154628000.0,7456000.0,,634846000.0,519782000.0,1580336000.0,301533000.0,,1227000.0,
BCOR,2019-06-30,7945000.0,,381579000.0,48317000.0,-324494000.0,,168664000.0,26428000.0,,,82429000.0,109606000.0,10820000.0,-208000.0,674130000.0,59487000.0,-870119000.0,146000.0,5000.0,1235638000.0,4158000.0,,705232000.0,530406000.0,1575554000.0,355596000.0,,919000.0,
NBHC,2020-03-31,4741856000.0,7051000.0,,,639992000.0,686046000.0,307051000.0,112393000.0,12367000.0,,5181733000.0,133926000.0,4797324000.0,-415523000.0,115027000.0,83143000.0,168984000.0,137439000.0,515000.0,6028330000.0,,,763454000.0,5264876000.0,1009478000.0,10489000.0,,,
NBHC,2019-12-31,4737132000.0,7300000.0,,,643162000.0,692733000.0,256624000.0,112151000.0,2062000.0,,5030007000.0,110190000.0,4707616000.0,-406900000.0,115027000.0,74336000.0,164082000.0,127444000.0,515000.0,5895512000.0,,,766920000.0,5128592000.0,1009223000.0,11361000.0,,,
NBHC,2019-09-30,4733860000.0,7904000.0,,,629272000.0,707288000.0,352789000.0,141392000.0,3087000.0,,4832531000.0,116919000.0,4661976000.0,-405683000.0,115027000.0,69398000.0,150866000.0,214602000.0,515000.0,5990050000.0,,,753326000.0,5236724000.0,1007628000.0,11578000.0,,,
NBHC,2019-06-30,4687997000.0,7054000.0,,,609567000.0,770193000.0,225943000.0,139171000.0,1506000.0,,4771492000.0,91159000.0,4595401000.0,-407816000.0,115027000.0,52119000.0,135210000.0,115866000.0,515000.0,5858002000.0,,,733917000.0,5124085000.0,1006008000.0,12267000.0,,,
PLT,2020-03-28,102159000.0,164527000.0,1621694000.0,246835000.0,-1345947000.0,,685028000.0,210084000.0,-13582000.0,82496000.0,475825000.0,213879000.0,98931000.0,-877148000.0,796216000.0,207327000.0,-707904000.0,47946000.0,896000.0,2257174000.0,210523000.0,,-82816000.0,2339990000.0,1501340000.0,466915000.0,11841000.0,,
PLT,2019-12-31,122314000.0,215038000.0,1620354000.0,246318000.0,-1380078000.0,,688027000.0,219591000.0,-5425000.0,34647000.0,485708000.0,156821000.0,55094000.0,-868768000.0,1279897000.0,200534000.0,-23926000.0,54533000.0,891000.0,2930867000.0,197603000.0,,588077000.0,2342790000.0,1479880000.0,688258000.0,15317000.0,,
PLT,2019-09-30,169701000.0,228363000.0,1619015000.0,337077000.0,-1355145000.0,,821420000.0,235073000.0,-5351000.0,20728000.0,597348000.0,186442000.0,41269000.0,-868306000.0,1279897000.0,197589000.0,60545000.0,55160000.0,890000.0,3112014000.0,199997000.0,,659107000.0,2452907000.0,1465978000.0,734355000.0,14378000.0,,
PLT,2019-06-30,166618000.0,217424000.0,1642163000.0,318235000.0,-1390747000.0,,789162000.0,247823000.0,-6628000.0,3182000.0,574924000.0,191904000.0,24801000.0,-868923000.0,1279897000.0,193837000.0,92437000.0,47430000.0,887000.0,3122031000.0,200765000.0,,669498000.0,2452533000.0,1445097000.0,780348000.0,14169000.0,,
BLD,2020-03-31,305614000.0,152721000.0,699750000.0,431649000.0,-382243000.0,,782327000.0,271655000.0,,4359000.0,471083000.0,187039000.0,15798000.0,-351645000.0,1379831000.0,227165000.0,680408000.0,,389000.0,2631840000.0,15533000.0,,1179817000.0,1452023000.0,850665000.0,182229000.0,,23091000.0,
BLD,2019-12-31,307970000.0,149078000.0,697955000.0,428844000.0,-396151000.0,,779827000.0,265214000.0,,4259000.0,476754000.0,184807000.0,9882000.0,-330018000.0,1367918000.0,222355000.0,632862000.0,,388000.0,2603963000.0,16139000.0,,1152889000.0,1451074000.0,849657000.0,181122000.0,,34272000.0,
BLD,2019-09-30,300125000.0,146702000.0,701955000.0,454640000.0,-388555000.0,,789390000.0,264452000.0,,11758000.0,482533000.0,171591000.0,16518000.0,-278784000.0,1367918000.0,219065000.0,586877000.0,,388000.0,2624122000.0,16685000.0,,1165207000.0,1458915000.0,856726000.0,185844000.0,,33262000.0,
BLD,2019-06-30,288985000.0,150282000.0,705626000.0,444823000.0,-411133000.0,,748288000.0,263454000.0,,12033000.0,458055000.0,141767000.0,16602000.0,-246107000.0,1363738000.0,218484000.0,531901000.0,,388000.0,2581123000.0,17261000.0,,1141646000.0,1439477000.0,855464000.0,189041000.0,,32261000.0,
